,Salary Estimate,Location,Size,Founded,Type of ownership,Industry,Revenue,salary_min,salary_max,salary_avg,Ubicacion,Antiguedad,Senior,Junior,Public,Private,Size_Num,Revenue_Num,Title_data,Title_engineer,Title_scientist,Title_analyst,Title_machine,Skill_python,Skill_sql,Skill_aws,Skill_excel,Skill_spark
602,$80K-$132K (Glassdoor est.),"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,$1 to $2 billion (USD),80000,132000,106000.0,MD,82,0,0,0,0,10000.0,2.0,0,0,1,0,0,0,0,0,1,1
603,$80K-$132K (Glassdoor est.),"Annapolis Junction, MD",1 to 50 employees,2011,Company - Private,IT Services,$1 to $5 million (USD),80000,132000,106000.0,MD,13,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,0,1
604,$80K-$132K (Glassdoor est.),"San Clemente, CA",1 to 50 employees,2010,Company - Private,Health Care Services & Hospitals,$1 to $5 million (USD),80000,132000,106000.0,CA,14,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,1,0
605,$80K-$132K (Glassdoor est.),"New York, NY",1 to 50 employees,-1,Company - Private,Other,Less than $1 million (USD),80000,132000,106000.0,NY,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,1,0,0,0
606,$80K-$132K (Glassdoor est.),"Washington, DC",51 to 200 employees,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,$100 to $500 million (USD),80000,132000,106000.0,DC,27,0,0,0,0,200.0,500.0,1,0,1,0,0,0,0,0,1,0
607,$80K-$132K (Glassdoor est.),"Atlanta, GA",10000+ employees,1999,Company - Private,IT Services,$1 to $2 billion (USD),80000,132000,106000.0,GA,25,0,0,0,1,10000.0,2.0,1,0,1,0,0,1,1,1,1,1
608,$80K-$132K (Glassdoor est.),"Plano, TX",1 to 50 employees,-1,Company - Private,Consulting,$1 to $5 million (USD),80000,132000,106000.0,TX,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,0,0
609,$80K-$132K (Glassdoor est.),"Fairfax, VA",51 to 200 employees,1985,Company - Private,Aerospace & Defense,$25 to $50 million (USD),80000,132000,106000.0,VA,39,0,0,0,1,200.0,50.0,1,0,1,0,0,0,0,0,0,0
610,$80K-$132K (Glassdoor est.),"Washington, DC",1 to 50 employees,-1,Company - Private,-1,$1 to $5 million (USD),80000,132000,106000.0,DC,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,1,0
612,$87K-$141K (Glassdoor est.),"Alexandria, VA",5001 to 10000 employees,1968,Company - Public,Other,$1 to $2 billion (USD),87000,141000,114000.0,VA,56,1,0,1,0,10000.0,2.0,1,0,1,0,0,1,1,0,0,1
613,$87K-$141K (Glassdoor est.),"Omaha, NE",-1,-1,-1,-1,-1,87000,141000,114000.0,NE,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,1,1,0
614,$87K-$141K (Glassdoor est.),"Wellesley, MA",10000+ employees,1853,Company - Private,Insurance Carriers,$10+ billion (USD),87000,141000,114000.0,MA,171,0,0,0,1,10000.0,10.0,1,0,1,0,0,0,0,0,0,0
615,$87K-$141K (Glassdoor est.),"Washington, VA",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable,87000,141000,114000.0,VA,2025,0,0,0,1,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,0,1,0
616,$87K-$141K (Glassdoor est.),"Fort Worth, TX",1001 to 5000 employees,1983,Subsidiary or Business Segment,Other,$2 to $5 billion (USD),87000,141000,114000.0,TX,41,0,0,0,0,5000.0,5.0,1,0,1,0,0,1,1,1,1,0
617,$87K-$141K (Glassdoor est.),"Atlanta, GA",10000+ employees,1999,Company - Private,IT Services,$1 to $2 billion (USD),87000,141000,114000.0,GA,25,0,0,0,1,10000.0,2.0,1,0,1,0,0,1,1,1,1,1
618,$87K-$141K (Glassdoor est.),"Alexandria, VA",51 to 200 employees,2009,Company - Private,Aerospace & Defense,Unknown / Non-Applicable,87000,141000,114000.0,VA,15,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,0,0,1,0,0
619,$87K-$141K (Glassdoor est.),"Bellevue, WA",51 to 200 employees,2006,Company - Private,Consulting,$10 to $25 million (USD),87000,141000,114000.0,WA,18,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,0,0,1
621,$87K-$141K (Glassdoor est.),"Thousand Oaks, CA",1 to 50 employees,-1,Company - Private,-1,Less than $1 million (USD),87000,141000,114000.0,CA,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,1,0,0,0
622,$87K-$141K (Glassdoor est.),"Orange, CA",501 to 1000 employees,2013,Company - Private,Health Care Services & Hospitals,Unknown / Non-Applicable,87000,141000,114000.0,CA,11,0,0,0,1,1000.0,147.54861111111111,1,1,0,0,0,0,1,1,1,1
623,$87K-$141K (Glassdoor est.),"Baltimore, MD",1 to 50 employees,1998,Company - Private,Consulting,$50 to $100 million (USD),87000,141000,114000.0,MD,26,0,0,0,1,50.0,100.0,1,0,1,0,0,1,1,0,1,1
624,$87K-$141K (Glassdoor est.),"Herndon, VA",51 to 200 employees,1990,Company - Private,Computer Hardware & Software,$10 to $25 million (USD),87000,141000,114000.0,VA,34,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,0,0,1
625,$87K-$141K (Glassdoor est.),"Alexandria, VA",51 to 200 employees,2012,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,87000,141000,114000.0,VA,12,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,0,0,0,0,1
626,$87K-$141K (Glassdoor est.),"Bridgeport, WV",1001 to 5000 employees,1996,Nonprofit Organization,Consulting,$100 to $500 million (USD),87000,141000,114000.0,WV,28,0,0,0,0,5000.0,500.0,1,0,1,0,0,1,0,0,0,0
627,$87K-$141K (Glassdoor est.),"The Woodlands, TX",1 to 50 employees,1988,Company - Private,Staffing & Outsourcing,$10 to $25 million (USD),87000,141000,114000.0,TX,36,0,0,0,1,50.0,25.0,1,0,1,0,0,1,1,0,1,0
628,$87K-$141K (Glassdoor est.),"Oakville, CA",1001 to 5000 employees,2000,Company - Private,Computer Hardware & Software,$100 to $500 million (USD),87000,141000,114000.0,CA,24,0,0,0,1,5000.0,500.0,1,0,1,0,0,1,1,0,1,1
629,$87K-$141K (Glassdoor est.),"Chicago, IL",51 to 200 employees,1994,Company - Private,Staffing & Outsourcing,$10 to $25 million (USD),87000,141000,114000.0,IL,30,0,0,0,1,200.0,25.0,1,0,1,0,0,0,0,0,0,0
630,$87K-$141K (Glassdoor est.),"Arlington, VA",201 to 500 employees,2004,Company - Private,IT Services,Unknown / Non-Applicable,87000,141000,114000.0,VA,20,0,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,0,1,1,0
631,$92K-$155K (Glassdoor est.),"New York, NY",10000+ employees,1911,Company - Private,Other,$10+ billion (USD),92000,155000,123500.0,NY,113,0,0,0,1,10000.0,10.0,1,0,1,0,0,1,0,0,0,1
633,$92K-$155K (Glassdoor est.),"Seattle, WA",51 to 200 employees,-1,Company - Private,Consulting,$5 to $10 million (USD),92000,155000,123500.0,WA,2025,0,0,0,1,200.0,10.0,1,0,1,0,0,1,1,1,1,1
634,$92K-$155K (Glassdoor est.),"Naperville, IL",5001 to 10000 employees,1954,Company - Private,Other,Unknown / Non-Applicable,92000,155000,123500.0,IL,70,0,0,0,1,10000.0,147.54861111111111,1,0,1,0,0,1,1,1,1,1
635,$92K-$155K (Glassdoor est.),"San Francisco, CA",51 to 200 employees,1998,Company - Private,Consulting,$25 to $50 million (USD),92000,155000,123500.0,CA,26,0,0,0,1,200.0,50.0,1,0,1,0,0,1,0,1,0,0
636,$92K-$155K (Glassdoor est.),"Baltimore, MD",1 to 50 employees,2011,Company - Private,IT Services,$1 to $5 million (USD),92000,155000,123500.0,MD,13,0,0,0,1,50.0,5.0,1,0,1,0,0,1,0,0,0,1
637,$92K-$155K (Glassdoor est.),"Chantilly, VA",1 to 50 employees,-1,Unknown,-1,Unknown / Non-Applicable,92000,155000,123500.0,VA,2025,0,0,0,0,50.0,147.54861111111111,1,0,1,0,0,0,1,0,0,0
638,$92K-$155K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),92000,155000,123500.0,VA,2025,1,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,1,0
639,$92K-$155K (Glassdoor est.),"Bellevue, WA",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,92000,155000,123500.0,WA,25,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,0,0,0,1
640,$92K-$155K (Glassdoor est.),"New York, NY",1 to 50 employees,1987,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,92000,155000,123500.0,NY,37,0,0,0,1,50.0,147.54861111111111,1,1,1,0,1,1,0,0,1,0
641,$92K-$155K (Glassdoor est.),"Chicago, IL",51 to 200 employees,-1,Company - Private,IT Services,Unknown / Non-Applicable,92000,155000,123500.0,IL,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,1,1,1
642,$92K-$155K (Glassdoor est.),"Kansas City, MO",201 to 500 employees,1992,Company - Private,Insurance Carriers,$100 to $500 million (USD),92000,155000,123500.0,MO,32,0,0,0,1,500.0,500.0,1,1,0,0,0,1,1,1,1,1
643,$92K-$155K (Glassdoor est.),"Houston, TX",1001 to 5000 employees,1974,Company - Private,Insurance Carriers,Unknown / Non-Applicable,92000,155000,123500.0,TX,50,0,0,0,1,5000.0,147.54861111111111,1,0,1,0,0,1,0,0,0,0
644,$92K-$155K (Glassdoor est.),"Chantilly, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),92000,155000,123500.0,VA,62,0,0,1,0,10000.0,5.0,1,0,1,0,0,0,1,0,1,0
645,$92K-$155K (Glassdoor est.),"Santa Clara, CA",10000+ employees,1976,Company - Public,Computer Hardware & Software,$10+ billion (USD),92000,155000,123500.0,CA,48,0,0,1,0,10000.0,10.0,0,0,1,0,1,1,0,0,0,0
646,$92K-$155K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),92000,155000,123500.0,VA,2025,0,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,0,1
647,$92K-$155K (Glassdoor est.),"Oklahoma City, OK",1001 to 5000 employees,1947,Nonprofit Organization,Other,$500 million to $1 billion (USD),92000,155000,123500.0,OK,77,0,0,0,0,5000.0,500.0,0,1,1,0,0,1,0,0,1,0
648,$92K-$155K (Glassdoor est.),"Thousand Oaks, CA",51 to 200 employees,2008,Company - Private,Consulting,Unknown / Non-Applicable,92000,155000,123500.0,CA,16,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
649,$92K-$155K (Glassdoor est.),"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,92000,155000,123500.0,MA,12,0,0,0,1,500.0,147.54861111111111,1,1,0,0,0,1,0,0,0,0
650,$92K-$155K (Glassdoor est.),"Cambridge, MA",-1,-1,-1,-1,-1,92000,155000,123500.0,MA,2025,1,0,0,0,3313.375796178344,147.54861111111111,0,0,1,0,0,0,0,0,1,0
651,$92K-$155K (Glassdoor est.),"Gaithersburg, MD",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),92000,155000,123500.0,MD,111,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,1,0,1
652,$105K-$167K (Glassdoor est.),"Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,$10 to $25 million (USD),105000,167000,136000.0,CO,15,1,0,0,1,200.0,25.0,1,0,1,0,0,0,0,0,0,0
653,$105K-$167K (Glassdoor est.),"Cupertino, CA",5001 to 10000 employees,1996,Company - Public,Other,$2 to $5 billion (USD),105000,167000,136000.0,CA,28,1,0,1,0,10000.0,5.0,1,0,1,0,0,1,0,1,1,1
654,$105K-$167K (Glassdoor est.),"Lexington Park, MD",51 to 200 employees,2010,Company - Public,Aerospace & Defense,Unknown / Non-Applicable,105000,167000,136000.0,MD,14,0,0,1,0,200.0,147.54861111111111,1,0,1,0,0,0,0,1,1,0
655,$105K-$167K (Glassdoor est.),"Washington, DC",51 to 200 employees,-1,Company - Private,Other,$5 to $10 million (USD),105000,167000,136000.0,DC,2025,0,0,0,1,200.0,10.0,1,0,1,0,0,1,1,1,0,1
656,$105K-$167K (Glassdoor est.),"Fort Belvoir, VA",-1,-1,-1,-1,-1,105000,167000,136000.0,VA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,1,1,0
657,$105K-$167K (Glassdoor est.),"Naperville, IL",-1,-1,-1,-1,-1,105000,167000,136000.0,IL,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,1,1,1
658,$105K-$167K (Glassdoor est.),"Washington, DC",51 to 200 employees,2010,Company - Public,IT Services,$10 to $25 million (USD),105000,167000,136000.0,DC,14,0,0,1,0,200.0,25.0,1,0,1,0,0,1,1,0,1,1
659,$105K-$167K (Glassdoor est.),"Adelphi, MD",10000+ employees,2018,Company - Public,Aerospace & Defense,Unknown / Non-Applicable,105000,167000,136000.0,MD,6,0,0,1,0,10000.0,147.54861111111111,1,0,1,0,0,1,0,0,0,0
660,$105K-$167K (Glassdoor est.),"Redmond, WA",-1,-1,-1,-1,-1,105000,167000,136000.0,WA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,0,0,0
661,$105K-$167K (Glassdoor est.),"West Chester, PA",10000+ employees,-1,Company - Public,Other,Unknown / Non-Applicable,105000,167000,136000.0,PA,2025,0,0,1,0,10000.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
662,$105K-$167K (Glassdoor est.),"Edison, NJ",51 to 200 employees,-1,Company - Private,-1,Unknown / Non-Applicable,105000,167000,136000.0,NJ,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,0,0,0,0,0
663,$105K-$167K (Glassdoor est.),"Durham, NC",501 to 1000 employees,2004,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,105000,167000,136000.0,NC,20,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,1
664,$105K-$167K (Glassdoor est.),"Quantico, VA",1 to 50 employees,-1,Company - Private,-1,Unknown / Non-Applicable,105000,167000,136000.0,VA,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
665,$105K-$167K (Glassdoor est.),"Vienna, VA",201 to 500 employees,2005,Company - Private,IT Services,$50 to $100 million (USD),105000,167000,136000.0,VA,19,0,0,0,1,500.0,100.0,1,0,1,0,0,1,1,0,1,0
666,$105K-$167K (Glassdoor est.),"Boston, MA",1001 to 5000 employees,2010,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD),105000,167000,136000.0,MA,14,0,0,1,0,5000.0,500.0,1,0,1,0,0,1,1,0,0,0
667,$105K-$167K (Glassdoor est.),"Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Unknown / Non-Applicable,105000,167000,136000.0,NJ,35,0,0,0,1,5000.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
668,$105K-$167K (Glassdoor est.),"San Francisco, CA",-1,-1,-1,-1,-1,105000,167000,136000.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,0,0,0
669,$105K-$167K (Glassdoor est.),"Irwindale, CA",-1,-1,-1,-1,-1,105000,167000,136000.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,0,1,0
670,$105K-$167K (Glassdoor est.),"San Francisco, CA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,$1 to $5 million (USD),105000,167000,136000.0,CA,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,0,1
671,$105K-$167K (Glassdoor est.),"New York, NY",1001 to 5000 employees,1976,Company - Public,Other,$1 to $2 billion (USD),105000,167000,136000.0,NY,48,0,0,1,0,5000.0,2.0,1,0,1,0,0,1,1,0,1,0
